sequence,module,level,type,identifier,name,datatype,multiplicity,association_role,definition,label_local,definition_local,source_bsm_id,semantic_path,associated_module,class_term,local_name,xpath
160,cor,3,A,,Budget Scenario Period Start,Date Time,0..1,,Start of period covered by associated budgetScenario,予算シナリオ期間開始日付,関係付けられたbudgetScenarioがカバーする期間の開始日。,CO22-23,$.cor_AccountingEntries.cor_EntryHeader.cor_BudgetScenarioPeriodStart,cor,Entry_ Header,budgetScenarioPeriodStart,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:budgetScenarioPeriodStart
161,cor,3,A,,Budget Scenario Period End,Date Time,0..1,,End of period covered by associated budgetScenario,予算シナリオ期間終了日付,関係付けられたbudgetScenarioがカバーする期間の終了日。,CO22-24,$.cor_AccountingEntries.cor_EntryHeader.cor_BudgetScenarioPeriodEnd,cor,Entry_ Header,budgetScenarioPeriodEnd,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:budgetScenarioPeriodEnd
162,cor,3,A,,Scenario Description,String,0..1,,Text related to budgetScenario,シナリオ説明,budgetScenarioに関する記述。,CO22-25,$.cor_AccountingEntries.cor_EntryHeader.cor_ScenarioDescription,cor,Entry_ Header,scenarioDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:scenarioDescription
163,cor,3,A,,Scenario Code,String,0..1,,"Code for a budget scenario identifier (such as PB for 'preliminary budget', or RB for 'revised budget', or other identifier for entryType)",シナリオコード,予算シナリオの識別コード。例えば、「PB」（予備予算）、「RB」（補正予算）、または他の仕訳種別の識別子。,CO22-26,$.cor_AccountingEntries.cor_EntryHeader.cor_ScenarioCode,cor,Entry_ Header,scenarioCode,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:scenarioCode
164,cor,3,A,,Budget Allocation Code,Token,0..1,,"Code associated with the calculation formula: e.g. (D)ivide by number of periods, (T)otal for period given",予算配分コード,"計算式に関係付けられたコード。例えば、期間数での分割、与えられた期間の合計_x000D_
[設定値のリスト]_x000D_
(D：期間数での分割)、(T：与えられた期間の合計)",CO22-27,$.cor_AccountingEntries.cor_EntryHeader.cor_BudgetAllocationCode,cor,Entry_ Header,budgetAllocationCode,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:budgetAllocationCode
165,cor,3,A,,"ID for Reversing, Standard or Master Entry",String,0..1,,"For standard, reversing, master, cancelling or other entries an ID associated with those entries.",反対/通常/マスタ仕訳識別子,通常、反対、マスタ、取消または他の仕訳のための、それらの仕訳を関連付けるID。,CO22-28,$.cor_AccountingEntries.cor_EntryHeader.cor_IDforReversingStandardorMasterEntry,cor,Entry_ Header,idForReversingStandardOrMasterEntry,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:idForReversingStandardOrMasterEntry
166,cor,3,A,,Recurring Standard Description,String,0..1,,Description to accompany standard or recurring ID,反復通常仕訳説明,通常仕訳または反復仕訳のIDの説明。,CO22-29,$.cor_AccountingEntries.cor_EntryHeader.cor_RecurringStandardDescription,cor,Entry_ Header,recurringStandardDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:recurringStandardDescription
167,cor,3,A,,Frequency Interval,Decimal,0..1,,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the interval.",頻度間隔,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、intervalを示す。,CO22-30,$.cor_AccountingEntries.cor_EntryHeader.cor_FrequencyInterval,cor,Entry_ Header,frequencyInterval,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:frequencyInterval
168,cor,3,A,,Frequency Unit,String,0..1,,"For standard or recurring journals, how often entry may be made: every frequencyInterval frequencyUnit, such as every 7 (interval) days (unit) or every 1 (interval) quarter (unit). This field represents the unit.",頻度単位,通常または反復仕訳において、仕訳が記入される頻度。frequencyInterval、frequencyUnitごと、たとえば7(interval)日(unit)ごと、1(interval)四半期(unit)ごとなどにおける、unitを示す。,CO22-31,$.cor_AccountingEntries.cor_EntryHeader.cor_FrequencyUnit,cor,Entry_ Header,frequencyUnit,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:frequencyUnit
169,cor,3,A,,Repetitions Remaining,Integer,0..1,,Number of times that the recurring entry will repeat,反復残回数,反復仕訳の繰り返し予定数。,CO22-32,$.cor_AccountingEntries.cor_EntryHeader.cor_RepetitionsRemaining,cor,Entry_ Header,repetitionsRemaining,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:repetitionsRemaining
170,cor,3,A,,Next Date Repeat,Date Time,0..1,,Date next repeated or standard posted,次回反復日付,次回の反復あるいは通常の転記日。,CO22-33,$.cor_AccountingEntries.cor_EntryHeader.cor_NextDateRepeat,cor,Entry_ Header,nextDateRepeat,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:nextDateRepeat
171,cor,3,A,,Last Date Repeat,Date Time,0..1,,Date last repeated or standard posted,前回反復日付,前回の反復あるいは通常の転記日。,CO22-34,$.cor_AccountingEntries.cor_EntryHeader.cor_LastDateRepeat,cor,Entry_ Header,lastDateRepeat,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:lastDateRepeat
172,cor,3,A,,End Date of Repeating Entry,Date Time,0..1,,"For standard or recurring journals, stop date/time for repetitive entry.",反復仕訳終了日付,通常仕訳または反復仕訳のための、反復入力の終了日付/時刻。,CO22-35,$.cor_AccountingEntries.cor_EntryHeader.cor_EndDateofRepeatingEntry,cor,Entry_ Header,endDateOfRepeatingEntry,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:endDateOfRepeatingEntry
173,cor,3,A,,Reverse,Boolean,0..1,,Should entry be reversed?,反対仕訳要否,仕訳が取り消されるべきか。,CO22-36,$.cor_AccountingEntries.cor_EntryHeader.cor_Reverse,cor,Entry_ Header,reverse,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:reverse
174,cor,3,A,,Reversing Date,Date Time,0..1,,Date this entry should be reversed,反対仕訳日付,この仕訳が取り消されるべき日付。,CO22-37,$.cor_AccountingEntries.cor_EntryHeader.cor_ReversingDate,cor,Entry_ Header,reversingDate,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:reversingDate
175,cor,3,A,,Entry Number Counter,Decimal,0..1,,Unique reference for the entry - a numeric counter,仕訳番号カウンタ,仕訳の一意なリファレンス　　カウンタ,CO22-38,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryNumberCounter,cor,Entry_ Header,entryNumberCounter,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryNumberCounter
176,cor,3,C,,Entry_ Detail,,0..*,,Parent for entry detail,【仕訳明細】,仕訳明細の親タグ。,CO22-39,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail,cor,Entry_ Detail,entryDetail,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail
177,cor,4,A,PK,Line Number,String,0..1,,Identifier for a particular entry detail,明細行番号,仕訳明細の識別子。,CO21-01,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_LineNumber,cor,Entry_ Detail,lineNumber,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:lineNumber
178,cor,4,A,,Line Number Counter,Decimal,0..1,,Unique reference for the line - a numeric counter,明細行番号カウンタ,明細行の一意なリファレンス　　カウンタ,CO21-02,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_LineNumberCounter,cor,Entry_ Detail,lineNumberCounter,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:lineNumberCounter
179,cor,4,A,,Posting Date,Date Time,0..1,,"At the detail level, this represents the accounting significance date. No matter what date the document is received, entered, or posted, this signifies the accounting date of the entry. If you want to see the financial results for March 5, 2002 and this entry is given that date, the entry will be part of the results for March 5, 2002. This is different from the postedDate found at the entryHeader level. If you want the accounting significance to be a particular date, it goes here. A single entry could represent multiple dates, but would only be posted on one date.",転記日付,明細レベルで、会計上意義のある日付を示す。ドキュメントの受領、入力、転記の日付に関わらず、仕訳が会計処理された日付を示す。2002.03.05の財務結果を見たいときに、ここにその日付がある場合は、この明細は2002.03.05の結果の一部である。これは、entryHeaderにあるpostedDateとは異なる。特定の日付を会計上意義のある日付にしたいなら、ここに記述する。ひとつの仕訳が複数の日付をあらわせるが、ひとつの日でのみ転記される。,CO21-03,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_PostingDate,cor,Entry_ Detail,postingDate,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:postingDate
180,cor,4,A,,Memo Line,Boolean,0..1,,A boolean like entry that indicates whether an entryDetail line has been provided solely to provide additional details and that tools should not consider the amount in postings.,メモ行フラグ,明細行が単に追加の詳細を与えるものであり、転記金額に含めるべきでないことを示すブール値。,CO21-04,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MemoLine,cor,Entry_ Detail,memoLine,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:memoLine
181,cor,4,A,,Document Type,Token,0..1,,"An enumerated field describing the original source document, with check, debit-memo, credit-memo, finance-charge, invoice, order-customer, order-vendor, payment-other, reminder, tegata, voucher, shipment, receipt, manual-adjustment, other.",元文書種別,小切手、借方メモ、貸方メモ、財務費用、顧客への請求書、顧客オーダー、仕入先オーダー、その他支払い、督促状、手形、ベンダからの請求書、出荷票、受領票、手修正、その他の列挙値による、元文書の説明。[設定値のリスト]_x000D_ (check：小切手)、(debit-memo：借方メモ)、(credit-memo：貸方メモ)、(finance-charge：財務費用)、(invoice：顧客への請求書)、(order-customer：顧客オーダ)、(order-vendor：仕入先オーダ)、(payment-other：その他支払い)、(reminder：督促状)、(tegata：手形)、(voucher：ベンダからの請求書)、(shipment：出荷票)、(receipt：受領票)、(manual-adjustment：手修正)、(other：その他),CO21-05,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DocumentType,cor,Entry_ Detail,documentType,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentType
182,cor,4,A,,Document Type Description,String,0..1,,Free format description of the document type,元文書種別説明,元文書の種別の説明。,CO21-06,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DocumentTypeDescription,cor,Entry_ Detail,documentTypeDescription,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-cor:documentTypeDescription
